epochs	Dclass	acc	acc_std	ari	ari_std
40000	Wang	0.45988	0.008039912284	0.218055182	0.006765607697
30000	Baron	0.40672	0.00622896251	0.1474075031	0.004895131218
30000	Muraro	0.37492	0.005724266756	0.1428486081	0.004519513324
30000	Xin	0.34836	0.005560232384	0.1431758007	0.004003347869
30000	Seger	0.43428	0.00655643924	0.1831450548	0.005560734989
30000	Wang	0.33204	0.005995193626	0.1226469422	0.003967319897
20000	Baron	0.35108	0.004864412493	0.08321738009	0.003221120392
20000	Muraro	0.31652	0.004798006997	0.0828037133	0.003610209244
20000	Xin	0.32632	0.004084728595	0.09554773291	0.002804420985
20000	Seger	0.38204	0.005835119884	0.1226210616	0.00444518503
20000	Wang	0.3026	0.004898015528	0.08732845145	0.003064064046
10000	Baron	0.326	0.004909657466	0.06347735276	0.003018575666
10000	Muraro	0.30856	0.005338071204	0.07142845045	0.003424229759
10000	Xin	0.31476	0.004533262263	0.08890206546	0.002905093437
10000	Seger	0.37852	0.005938389361	0.1218585374	0.004755644272
10000	Wang	0.28656	0.004939320759	0.07821957053	0.003133321947
