epochs	Dclass	acc	acc_std	ari	ari_std
50000	Xin_TF	0.49088	0.00629541275	0.2017468555	0.005396343809
50000	Seger_TF	0.67896	0.009996285503	0.4357915802	0.01187239227
50000	Wang_TF	0.49104	0.007463773916	0.2393764925	0.006345407726
40000	Baron_TF	0.83752	0.006201460611	0.6533221846	0.01088870728
40000	Muraro_TF	0.8016	0.007259984392	0.6002990547	0.01120683178
40000	Xin_TF	0.48044	0.006417466291	0.185869672	0.005162204578
40000	Seger_TF	0.68212	0.009906964177	0.4406396599	0.01145914981
40000	Wang_TF	0.48924	0.006972778734	0.236467692	0.006212097152
30000	Baron_TF	0.8292	0.006897787308	0.6411337593	0.01171500327
30000	Muraro_TF	0.77968	0.007396401038	0.5649212295	0.01093262856
30000	Xin_TF	0.45236	0.006173317943	0.1583813678	0.004993328568
30000	Seger_TF	0.678	0.01020653254	0.4356566855	0.01223501951
30000	Wang_TF	0.47428	0.007119379077	0.2217579909	0.006076392985
20000	Baron_TF	0.8078	0.006903504535	0.6033487622	0.01139958632
20000	Muraro_TF	0.7566	0.007541681957	0.5264779697	0.01040383189
20000	Xin_TF	0.44856	0.006400882279	0.1589136209	0.004903244819
20000	Seger_TF	0.66548	0.009466810136	0.4162527092	0.01091110237
20000	Wang_TF	0.46132	0.006854867617	0.207769324	0.006108917279
10000	Baron_TF	0.7862	0.006623513399	0.5637112988	0.01064682737
10000	Muraro_TF	0.75368	0.007478859267	0.5192144735	0.01086350322
10000	Xin_TF	0.42444	0.006164449638	0.1336705022	0.004789728675
10000	Seger_TF	0.64932	0.009409422689	0.3881224209	0.01139254963
10000	Wang_TF	0.45248	0.0068079824	0.1805534053	0.00565512791
