label	Dclass	acc	acc_std	ari	ari_std
Naive_6	Seg	0.73132	0.01098841988	0.5557942962	0.0121139362
Naive_6	Wang	0.49504	0.00799369748	0.2442048638	0.007135364936
Naive_7	Baron	0.5444	0.009022420827	0.2898825125	0.008618237203
Naive_7	Muraro	0.58408	0.009734873816	0.3452719033	0.009797509407
Naive_7	Xin	0.4844	0.006259808636	0.2375228971	0.004859576483
Naive_7	Seg	0.73004	0.01173312367	0.567246245	0.01328594423
Naive_7	Wang	0.48636	0.00895862376	0.2619179132	0.00773693985
Navie_8	Baron	0.47468	0.008902209318	0.2208374261	0.007755058994
Navie_8	Muraro	0.53248	0.008421253379	0.2860562738	0.0080602754
Navie_8	Xin	0.4588	0.006494842518	0.2173284423	0.005335048833
Navie_8	Seg	0.7242	0.00999018619	0.5357815494	0.01205457331
Navie_8	Wang	0.3894	0.006742782981	0.1659676468	0.0047949681
Naive_9	Baron	0.50004	0.008152284801	0.2550037278	0.007645068869
Naive_9	Muraro	0.497	0.007403040691	0.279585387	0.006425273438
Naive_9	Xin	0.50656	0.006725164508	0.2679899164	0.005624062523
Naive_9	Seg	0.70736	0.01063509709	0.5267609126	0.01146736498
Naive_9	Wang	0.47064	0.007264112394	0.2307319839	0.005936636596
Naive_10	Baron	0.5302	0.008818157369	0.2748007192	0.008854082264
Naive_10	Muraro	0.57856	0.008659689656	0.3427801493	0.008980604333
Naive_10	Xin	0.4786	0.006665240545	0.2364470017	0.005261562569
Naive_10	Seg	0.75616	0.0109395231	0.5916918928	0.01316893775
Naive_10	Wang	0.50248	0.007904580816	0.2634397238	0.007662750702
