label	Dclass	acc	acc_std	ari	ari_std
Naive_6	Seg	0.49688	0.00984255379	0.2713781179	0.009431146393
Naive_6	Wang	0.60248	0.009482763786	0.358803284	0.009637162002
Naive_7	Baron	0.38072	0.008877053454	0.1449871054	0.006629500602
Naive_7	Muraro	0.41348	0.008120668017	0.1686348563	0.006764586509
Naive_7	Xin	0.46196	0.008535446443	0.2266568228	0.007185330518
Naive_7	Seg	0.40532	0.008414015346	0.2042673495	0.007414206086
Naive_7	Wang	0.65432	0.009003150661	0.423874883	0.010168807
Navie_8	Baron	0.25924	0.005906003031	0.04648694396	0.003720588983
Navie_8	Muraro	0.27956	0.006313438487	0.0626146708	0.004581108176
Navie_8	Xin	0.25588	0.005942306518	0.03578896346	0.003412851723
Navie_8	Seg	0.28728	0.006748838767	0.1055073094	0.00643002664
Navie_8	Wang	0.5156	0.007912205888	0.2100311375	0.007066769275
Naive_9	Baron	0.29036	0.006703333647	0.07035574245	0.004309117958
Naive_9	Muraro	0.31964	0.006957033709	0.08760996175	0.004765565759
Naive_9	Xin	0.37372	0.007745372246	0.1442827825	0.005600869027
Naive_9	Seg	0.39336	0.009212841411	0.1880609781	0.007654015604
Naive_9	Wang	0.55076	0.008803170901	0.2749941227	0.008409010702
Naive_10	Baron	0.41832	0.008592633247	0.2403741674	0.007433607775
Naive_10	Muraro	0.42024	0.007623858724	0.2355652035	0.008325055263
Naive_10	Xin	0.42452	0.007119100906	0.1741969974	0.0061239614
Naive_10	Seg	0.36584	0.008547462959	0.2486189374	0.009244476656
Naive_10	Wang	0.62392	0.008310096248	0.3937610536	0.009072105739
