label	Dclass	acc	acc_std	ari	ari_std
Naive_7	Seg	0.5096	0.009761413201	0.2803059512	0.009054526399
Naive_7	Wang	0.41804	0.007852693325	0.1690157054	0.005662245241
Navie_8	Baron	0.51436	0.008704535656	0.2936193975	0.007171522428
Navie_8	Muraro	0.44224	0.007836730081	0.2150752267	0.007039702498
Navie_8	Xin	0.39364	0.00629266259	0.1677049815	0.005260521437
Navie_8	Seg	0.49936	0.009792014833	0.267405028	0.009486578475
Navie_8	Wang	0.43948	0.007508008507	0.1805464563	0.005827287483
Naive_9	Baron	0.66744	0.008561006106	0.4419257367	0.009400916528
Naive_9	Muraro	0.52092	0.009043707856	0.2984000013	0.0087441171
Naive_9	Xin	0.39388	0.006032437719	0.1850841611	0.004507530395
Naive_9	Seg	0.5612	0.01015400956	0.3317751875	0.01007576308
Naive_9	Wang	0.48516	0.008229622409	0.2612568088	0.007458425457
Naive_10	Baron	0.65384	0.009038446089	0.431026638	0.01055632206
Naive_10	Muraro	0.52472	0.007541518658	0.2859768711	0.007017901295
Naive_10	Xin	0.4448	0.006014467057	0.2055893814	0.004978595749
Naive_10	Seg	0.56816	0.009838445852	0.3345922551	0.01003227079
Naive_10	Wang	0.49988	0.009087751831	0.2722309119	0.007561661025
Naive_11	Baron	0.53148	0.009001978592	0.2825947899	0.008159590462
Naive_11	Muraro	0.40152	0.007438634674	0.156301737	0.005670015915
Naive_11	Xin	0.40248	0.0067564272	0.1516446131	0.005631885752
Naive_11	Seg	0.4828	0.01019415568	0.239321204	0.009520178329
Naive_11	Wang	0.36264	0.007117286445	0.1209279139	0.005499602342
